Country,Density_P_Km2,Agricultural_Land_percent,Land_AreaKm2,Armed_Forces_size,Birth_Rate,Co2_Emissions,CPI,CPI_Change_percent,Fertility_Rate,Forested_Area_percent,Gasoline_Price,GDP,Gross_primary_education_enrollment_percent,Gross_tertiary_education_enrollment_percent,Infant_mortality,Life_expectancy,Maternal_mortality_ratio,Minimum_wage,Out_of_pocket_health_expenditure,Physicians_per_thousand,Population,Population:_Labor_force_participation_percent,Tax_revenue_percent,Total_tax_rate,Unemployment_rate,Urban_population,Latitude,Longitude,Continent
10,-0.11819411820980555,0.8669926420075479,-0.31402501141602857,-0.16758993373973746,-0.6283771452879514,-0.16411590350050861,-0.07519120379578113,-0.16012860045442043,-0.7578539346232387,-0.761097153186875,-1.2781104165685377,-0.2014982959863509,-0.21450636366939232,-0.35119883496168297,-0.0985757903679342,0.06785190286092538,-0.5583141267960194,-0.5754087563813663,2.440168448044903,0.9626820112599577,-0.20257967191299686,0.3775447899658963,-0.5319478934425844,0.0072582848348945435,-0.24998113035948913,-0.2184574437385866,0.8857010576679435,0.41298950218900093,1
171,-0.16066559189084745,-1.7681897279481174,-0.3520571128468584,-0.39357559160622935,-0.6314151168090291,-0.2077164842622036,-0.1808319111150915,-0.16440308054868627,-0.7421408546390248,0.8307135676069646,-0.26634506651089923,-0.21373555022762686,-1.6349293711925417,-0.7863672940372063,-0.6610532197022791,0.18874539476033694,-0.3646008667406251,1.2144147162979082,-0.24963349665449125,0.06011015169333154,-0.26931668957184174,1.1882190636895695,-0.2593333356993414,-0.3390545607449141,0.7507369819684974,-0.2896730942360712,0.25291840159142737,-1.469697860894654,3
11,0.9516825283269169,-1.31417074058453,-0.3589161751442365,-0.3433565565247867,-0.629389802461644,-0.17132629144474606,-0.17722273981764872,-0.1815010009257496,-0.5535838948284583,-1.3286864986710054,-1.643470126311574,-0.20179190234498753,-0.2377919867435421,0.43624885288926424,-0.7745807742468259,0.6454541419358968,-0.6111450159020362,-0.47805434154943927,-0.39259541103812046,-0.5435968537121599,-0.2616124091169599,1.0681191712860634,-1.8647301757428831,-1.3428599102516048,-1.240382561117084,-0.2742882166913448,0.2961578639444904,0.45789403648106686,1
12,0.4592156787395976,1.4707910891199467,-0.28167262150250916,0.22021261494473626,-0.20508644668444972,-0.10738428887208896,-0.013650881526975845,-0.03189419762644514,-0.5143011948679235,-0.8933924141643791,0.2957467946322334,-0.07932788901648537,1.0894885284830071,-0.5964128079328112,0.2058844695469866,-0.012743758405350913,0.08886426475268447,-0.5604311540995314,2.080116219226874,-0.7528022516249542,0.8870070721166833,-0.37307953755602385,-1.1680485281768178,-0.3591306677350478,-0.5223415238178276,0.5266324751542792,0.19640806548740486,1.0574495848293572,1
13,0.15736484793504973,-0.7431365502921835,-0.359091378031741,-0.39357559160622935,-0.9676172984749682,-0.20833702051795133,-0.13375461835209707,-0.0960113990404328,-0.844275874536415,-0.7354916188041323,2.2349637155760402,-0.21726941689972845,-0.2377919867435421,0.9508528243357167,-0.5062429180506245,0.9006737359457669,-0.5539115527038514,0.42060179536065667,0.6716766182622306,0.38288419418735675,-0.27002644574978296,0.24743657319543041,1.6641138217113167,-0.2487120792893117,0.7445469730262625,-0.2928266089473206,-0.2429769000968104,-1.2007460376970922,3
14,-0.15662068963551012,0.13213716761493782,-0.2507427744367875,0.03607615297944659,-1.0435665865019124,-0.1389781014539434,-0.1834795148770842,-0.03189419762644514,-0.977837054402233,0.4551657299934047,-1.1656920443399115,-0.19042378638784352,-0.15241136880499254,1.7106707687532974,-0.9551927928404228,0.24247583560452113,-0.6639759050080528,-0.19347989819457553,0.10512384644562568,2.0027317037407055,-0.20643448263641753,0.1373450051588813,-0.2744785889072996,0.6396556550241095,-0.4398080712546948,-0.1933370703159697,1.4538970441697783,0.11736624102397465,2
15,0.013265205088657524,0.2538329786608478,-0.34335031382842535,-0.3070872534104115,-1.0030602995542088,-0.0920010734183269,-0.17848726698755568,-0.21142236158561056,-0.844275874536415,-0.3983520827646863,1.1669891794040883,0.02599017771467869,0.11149235936870783,1.444734488207144,-0.9397117626752575,1.2364889912219135,-0.6507681827315486,3.1090814049500275,-0.7897118398815349,0.7355447220974953,-0.1924606257756194,-0.9135290533718062,1.1340299594327887,0.7450552167223121,-0.23347443984686253,-0.14252488996773863,1.3196277960469875,-0.236405589482615,2
16,-0.1717890730930251,-1.5060756733876959,-0.3473051921427809,-0.3907856452128159,0.05921707564931562,-0.20919847084945997,-0.20859882022096507,-0.30973540375372494,-0.30217461508103616,1.1849234599015726,0.3238513876893895,-0.21881386526380148,0.7169185592966074,-0.4548103728368076,-0.511403261439013,0.2827736662376583,-0.5142883858743389,-0.13356948906723584,-0.5196726682680132,-0.4300282091309289,-0.26931065584421954,0.23742824882847063,1.4823707832158215,-0.47456828292831715,-0.06428086209244001,-0.2916208204733278,-0.0756182096721614,-1.636936979691661,3
17,-0.12577830993856304,-0.2750757385771455,-0.30041566950963344,-0.36288618127868105,1.6217470946569785,-0.20200998418483715,-0.1953476292529818,-0.30973540375372494,1.6855300029220195,0.2503214549314627,-0.8284369276540319,-0.21301017093441568,1.516391618175757,-0.8830713960539893,2.0326460290365107,-1.463465661198303,1.0750408613983287,-0.6053639609450361,0.4228169895203573,-1.0516671057860885,-0.19026398869859742,0.8179110621120901,-0.865143464017659,0.41881847813263756,-0.9267554413771789,-0.21802705874447686,-0.4057372775382454,-0.26885655006485587,0
18,-0.1702722347472736,-1.1971555376557705,-0.3392364454310806,-0.37962585963916196,-0.2982509066641676,-0.20835527158429687,-0.04658127657663619,-0.15585412036015459,-0.5614404348205652,1.7311748600667507,-0.09771750816795965,-0.21855081509242458,-0.18345886623719299,-0.7690987043913522,0.1904034393818211,-0.12020464009371738,0.132890005674365,-0.6315747649382473,-0.6732243540874667,-0.8484390049565171,-0.26697757755107054,0.3975614386998145,-0.07759029720384626,-0.26376915953191227,-0.9040587419223174,-0.28975714203100644,0.3567799737994808,1.0586136363571816,1
19,-0.1748227497845281,-0.2048666168198898,0.21523467007561903,-0.19827934406728576,0.15643216432380413,-0.18360074193098758,-0.09626665662756376,-0.19432444120854717,0.0278000645874553,0.7837700879052696,-0.8565415207111886,-0.20071511038588222,-0.3309344790401423,0.6020273134894635,0.03559313773016652,-0.16050247072685458,0.009617931093659502,-0.24215710561053902,-0.350236325294823,-0.1490952462194625,-0.19225942070238572,0.9079859814147196,0.07386223487573312,2.16543978627428,-0.664711729489232,-0.18593541457669227,-1.477817450295049,-1.2616897166604046,5
20,-0.14802527234291832,0.1836238569035921,-0.33254055716624403,-0.36567612767209456,-1.2248322205928857,-0.1833062913939465,-0.21065367687206388,-0.2456182023397373,-1.119254774260158,0.4594333190571952,0.09901464323213689,-0.2103859157266104,-0.10972105983571778,-0.503162423845199,-0.8313445515190993,0.6588867521469419,-0.6287553122707084,-0.3619779238652185,-0.20727441091119367,0.1916106875242308,-0.24914756605966604,-1.63412840779285,0.5888008439463028,-0.8459762622457929,2.413786051115626,-0.2724307819532902,1.0437113848757187,-0.03741348907822333,2
21,-0.17836203925794825,0.3006390598323516,-0.05507514368436219,-0.37125602045892153,0.4673179166474286,-0.2021754605197032,-0.0924994194338826,-0.15157964026588874,0.13779162447695256,-0.5562528781249333,-0.8565415207111886,-0.21117792197565524,0.057159238862357624,-0.44790293697846595,0.45874129557802235,-0.4157220647367266,-0.038810383920189095,-0.6428079666496235,-1.4409827831847348,-0.8783254903726306,-0.25576195164169546,0.8079027377451302,0.4524935650746816,-0.7757098877803245,2.3663293158918246,-0.272277299860906,-1.7307123092824255,0.06812683126754358,0
22,-0.16774417083768778,-0.24699208987424318,4.094377744603058,1.6402953291921978,-0.6364784026774921,0.3526070701361454,-0.04600170162376217,-0.11310931941749613,-0.7578539346232387,1.1507827473912486,0.01470086406066694,0.6337481354104472,1.0041079105444577,0.4638785963226307,-0.4288377672247973,0.44396498877020896,-0.40862660766230563,-0.17850229591274058,-0.22315906806493027,0.185633390441008,1.2004601157184882,0.11732835642496384,-0.35020485494708925,1.231900811233057,1.105630827989969,2.1717170010463476,-1.3917443588643355,-1.085984175567656,5
23,-0.13841862948649217,-1.7073418224251622,-0.35630120667401993,-0.374045966852335,-0.5372379996556185,-0.20056449973027182,-0.2261177903873844,-0.2883630032823957,-0.6635754547179553,1.7141045038115885,-1.8120976846545138,-0.213437540642356,0.057159238862357624,-0.2234112715823626,-0.5836480688764518,0.44396498877020896,-0.5363012563351792,-0.47805434154943927,-1.4039185831593495,-0.1371406520530171,-0.2690132505695056,0.19739495136063576,-0.5168026402346265,-1.6339634616085452,0.4948832790227853,-0.2894856889142551,-0.6056138512647988,1.4245971613018125,1
24,-0.14802527234291832,0.3334033166524041,-0.30132724751835094,-0.30987719980382494,-1.1448323038711712,-0.15914187955247577,-0.1855738880022426,-0.1387561999830912,-0.8914151144890566,0.1478993174004918,0.2676422015750768,-0.17979178204730525,-1.0217412969065927,1.1442610283692825,-0.7849014610236028,0.33650410708184253,-0.6287553122707084,-0.16352469363090563,0.8040487612100353,1.3093652420868735,-0.22369118609336452,-0.7333792147665457,0.558510337530387,-0.6151010318592539,-0.4913914791066529,-0.22330355401274546,0.994207138329054,0.08019313601624814,2
25,-0.14195791895991233,0.23511054619224633,-0.21591139441350274,-0.36567612767209456,1.7949114713584111,-0.20573076824381084,-0.20622783177738957,-0.40804844592183936,1.960508902645763,-0.5391825218697713,-0.09771750816795965,-0.2123815614888955,-0.4939338405591929,-1.083387035945897,1.4392065393718347,-1.5037634918314402,0.7360426563013884,-0.6240859637973298,0.18984201793222086,-1.0516671057860885,-0.13124133772588342,0.36753646559893793,-0.22904282928342565,0.03737244532009498,-0.09523090680361493,-0.21204978840982358,-0.28299708685154074,-0.3272689329220819,0
